,SEG,BU,Business Unit,Sub BU,Sub Business Unit,Platform ID,Platform,Product Category ID,Product Category,Product Line ID,Product Line,Product Set ID,Product Set,Product Subset ID,Product Subset,Material ID,Material Description,Material ID Description,BU + Material, Actual Revenue ,Actual Units,CAT 11 (USE),CAT 12 (EoL), COMMENTS 
20,BDI,PI,Peripheral Intervention,PI,Peripheral Intervention,2401105,BD PI Other,PH240110521000,Peripheral Intervention Freight & Rebates,PH240110531002,Peripheral Intervention - US Rebates,PH240110541003,Rebates,PH240110551003,Rebates,DMY_DS_50090-BPV,PERIPHERAL INTERVENTION REBATES,DMY_DS_50090-BPV-PERIPHERAL INTERVENTION REBATES,PI-DMY_DS_50090-BPV," $(1,358,063)", -   ,,,
169,BDI,PI,Peripheral Intervention,PI,Peripheral Intervention,2401105,BD PI Other,PH240110521002,OEM,PH240110531020,Textiles OEM,PH240110541066,Textiles OEM,PH240110551066,Textiles OEM,G04057OEM,OEM6111SAUVFILPAT,G04057OEM-OEM6111SAUVFILPAT,PI-G04057OEM," $9,691 ", 70 ,,,
173,BDI,PI,Peripheral Intervention,PI,Peripheral Intervention,2401105,BD PI Other,PH240110521002,OEM,PH240110531020,Textiles OEM,PH240110541066,Textiles OEM,PH240110551066,Textiles OEM,G04316OEM,STYLE 6113 ALT POLY 16MM,G04316OEM-STYLE 6113 ALT POLY 16MM,PI-G04316OEM," $4,284 ", 60 ,,,
174,BDI,PI,Peripheral Intervention,PI,Peripheral Intervention,2401105,BD PI Other,PH240110521002,OEM,PH240110531020,Textiles OEM,PH240110541066,Textiles OEM,PH240110551066,Textiles OEM,G04318,STYLE 6113 ALT POLY 18MM,G04318-STYLE 6113 ALT POLY 18MM,PI-G04318," $7,301 ", 90 ,,,
175,BDI,PI,Peripheral Intervention,PI,Peripheral Intervention,2401105,BD PI Other,PH240110521002,OEM,PH240110531020,Textiles OEM,PH240110541066,Textiles OEM,PH240110551066,Textiles OEM,G04318OEM,STYLE 6113 ALT POLY 18MM,G04318OEM-STYLE 6113 ALT POLY 18MM,PI-G04318OEM," $9,865 ", 140 ,,,
176,BDI,PI,Peripheral Intervention,PI,Peripheral Intervention,2401105,BD PI Other,PH240110521002,OEM,PH240110531020,Textiles OEM,PH240110541066,Textiles OEM,PH240110551066,Textiles OEM,G04320,STYLE 6113 ALT POLY 20MM,G04320-STYLE 6113 ALT POLY 20MM,PI-G04320," $19,874 ", 245 ,,,
177,BDI,PI,Peripheral Intervention,PI,Peripheral Intervention,2401105,BD PI Other,PH240110521002,OEM,PH240110531020,Textiles OEM,PH240110541066,Textiles OEM,PH240110551066,Textiles OEM,G04320OEM,STYLE 6113 ALT POLY 20MM,G04320OEM-STYLE 6113 ALT POLY 20MM,PI-G04320OEM," $47,144 ", 655 ,,,
178,BDI,PI,Peripheral Intervention,PI,Peripheral Intervention,2401105,BD PI Other,PH240110521002,OEM,PH240110531020,Textiles OEM,PH240110541066,Textiles OEM,PH240110551066,Textiles OEM,G04322,STYLE 6113 ALT POLY 22MM,G04322-STYLE 6113 ALT POLY 22MM,PI-G04322," $11,624 ", 140 ,,,
179,BDI,PI,Peripheral Intervention,PI,Peripheral Intervention,2401105,BD PI Other,PH240110521002,OEM,PH240110531020,Textiles OEM,PH240110541066,Textiles OEM,PH240110551066,Textiles OEM,G04322OEM,STYLE 6113 ALT POLY 22MM,G04322OEM-STYLE 6113 ALT POLY 22MM,PI-G04322OEM," $48,088 ", 660 ,,,
180,BDI,PI,Peripheral Intervention,PI,Peripheral Intervention,2401105,BD PI Other,PH240110521002,OEM,PH240110531020,Textiles OEM,PH240110541066,Textiles OEM,PH240110551066,Textiles OEM,G04324,STYLE 6113 ALT POLY 24MM,G04324-STYLE 6113 ALT POLY 24MM,PI-G04324," $23,525 ", 290 ,,,
181,BDI,PI,Peripheral Intervention,PI,Peripheral Intervention,2401105,BD PI Other,PH240110521002,OEM,PH240110531020,Textiles OEM,PH240110541066,Textiles OEM,PH240110551066,Textiles OEM,G04324OEM,STYLE 6113 ALT POLY 24MM,G04324OEM-STYLE 6113 ALT POLY 24MM,PI-G04324OEM," $7,140 ", 100 ,,,
182,BDI,PI,Peripheral Intervention,PI,Peripheral Intervention,2401105,BD PI Other,PH240110521002,OEM,PH240110531020,Textiles OEM,PH240110541066,Textiles OEM,PH240110551066,Textiles OEM,G04326,STYLE 6113 ALT POLY 26MM,G04326-STYLE 6113 ALT POLY 26MM,PI-G04326," $10,140 ", 125 ,,,
183,BDI,PI,Peripheral Intervention,PI,Peripheral Intervention,2401105,BD PI Other,PH240110521002,OEM,PH240110531020,Textiles OEM,PH240110541066,Textiles OEM,PH240110551066,Textiles OEM,G04326OEM,STYLE 6113 ALT POLY 26MM,G04326OEM-STYLE 6113 ALT POLY 26MM,PI-G04326OEM," $3,459 ", 40 ,,,
184,BDI,PI,Peripheral Intervention,PI,Peripheral Intervention,2401105,BD PI Other,PH240110521002,OEM,PH240110531020,Textiles OEM,PH240110541066,Textiles OEM,PH240110551066,Textiles OEM,G04336OEM,STYLE 6113 ALT POLY 36MM,G04336OEM-STYLE 6113 ALT POLY 36MM,PI-G04336OEM," $18,593 ", 215 ,,,
200,BDI,PI,Peripheral Intervention,PI,Peripheral Intervention,2401105,BD PI Other,PH240110521002,OEM,PH240110531020,Textiles OEM,PH240110541066,Textiles OEM,PH240110551066,Textiles OEM,G44087OEM,KG1121 POLYESTER VLR 12INX12IN,G44087OEM-KG1121 POLYESTER VLR 12INX12IN,PI-G44087OEM, $210 , 1 ,,,
202,BDI,PI,Peripheral Intervention,PI,Peripheral Intervention,2401105,BD PI Other,PH240110521002,OEM,PH240110531020,Textiles OEM,PH240110541066,Textiles OEM,PH240110551066,Textiles OEM,M04141OEM,POLYESTER DRAWSTRING TUBE,M04141OEM-POLYESTER DRAWSTRING TUBE,PI-M04141OEM," $7,000 ", 280 ,,,
209,BDI,PI,Peripheral Intervention,PI,Peripheral Intervention,2401105,BD PI Other,PH240110521002,OEM,PH240110531020,Textiles OEM,PH240110541066,Textiles OEM,PH240110551066,Textiles OEM,P44026OEM,3214 TUBULAR PTFE 26MM,P44026OEM-3214 TUBULAR PTFE 26MM,PI-P44026OEM," $335,882 "," 2,151 ",,,
210,BDI,PI,Peripheral Intervention,PI,Peripheral Intervention,2401105,BD PI Other,PH240110521002,OEM,PH240110531020,Textiles OEM,PH240110541066,Textiles OEM,PH240110551066,Textiles OEM,P44028OEM,3214 TUBULAR PTFE 28MM,P44028OEM-3214 TUBULAR PTFE 28MM,PI-P44028OEM, $960 , 4 ,,,
219,BDI,PI,Peripheral Intervention,PI,Peripheral Intervention,2401105,BD PI Other,PH240110521002,OEM,PH240110531020,Textiles OEM,PH240110541066,Textiles OEM,PH240110551066,Textiles OEM,R04316OEM,STYLE 6113 ALT POLY 16MM,R04316OEM-STYLE 6113 ALT POLY 16MM,PI-R04316OEM," $9,080 ", 105 ,,,
240,BDI,PI,Peripheral Intervention,PI,Peripheral Intervention,2401105,BD PI Other,PH240110521002,OEM,PH240110531020,Textiles OEM,PH240110541066,Textiles OEM,PH240110551066,Textiles OEM,R04623,OEM 6116 23MM TUBE 20IN,R04623-OEM 6116 23MM TUBE 20IN,PI-R04623, $909 , 10 ,,,
241,BDI,PI,Peripheral Intervention,PI,Peripheral Intervention,2401105,BD PI Other,PH240110521002,OEM,PH240110531020,Textiles OEM,PH240110541066,Textiles OEM,PH240110551066,Textiles OEM,R04625,OEM 6116 25MM TUBE 20IN,R04625-OEM 6116 25MM TUBE 20IN,PI-R04625, $909 , 10 ,,,
243,BDI,PI,Peripheral Intervention,PI,Peripheral Intervention,2401105,BD PI Other,PH240110521002,OEM,PH240110531020,Textiles OEM,PH240110541066,Textiles OEM,PH240110551066,Textiles OEM,R04627,OEM 6116 27MM TUBE 20IN,R04627-OEM 6116 27MM TUBE 20IN,PI-R04627, $909 , 10 ,,,
245,BDI,PI,Peripheral Intervention,PI,Peripheral Intervention,2401105,BD PI Other,PH240110521002,OEM,PH240110531020,Textiles OEM,PH240110541066,Textiles OEM,PH240110551066,Textiles OEM,R04629,OEM 6116 29MM TUBE 20IN,R04629-OEM 6116 29MM TUBE 20IN,PI-R04629," $1,090 ", 12 ,,,
247,BDI,PI,Peripheral Intervention,PI,Peripheral Intervention,2401105,BD PI Other,PH240110521002,OEM,PH240110531020,Textiles OEM,PH240110541066,Textiles OEM,PH240110551066,Textiles OEM,R04631,OEM 6116 31MM TUBE 20IN,R04631-OEM 6116 31MM TUBE 20IN,PI-R04631, $909 , 10 ,,,
249,BDI,PI,Peripheral Intervention,PI,Peripheral Intervention,2401105,BD PI Other,PH240110521002,OEM,PH240110531020,Textiles OEM,PH240110541066,Textiles OEM,PH240110551066,Textiles OEM,R04633,OEM 6116 33MM TUBE 20IN,R04633-OEM 6116 33MM TUBE 20IN,PI-R04633, $909 , 10 ,,,
250,BDI,PI,Peripheral Intervention,PI,Peripheral Intervention,2401105,BD PI Other,PH240110521002,OEM,PH240110531020,Textiles OEM,PH240110541066,Textiles OEM,PH240110551066,Textiles OEM,R04633OEM,OEM 6116 33MM TUBE 20IN,R04633OEM-OEM 6116 33MM TUBE 20IN,PI-R04633OEM, $91 , 1 ,,,
259,BDI,PI,Peripheral Intervention,PI,Peripheral Intervention,2401105,BD PI Other,PH240110521005,Peripheral Interventional Other,PH240110531005,Angiomed Other,PH240110541007,Abcess Drainage Set,PH240110551007,Abcess Drainage Set,PC_13276,Angiomed Other,PC_13276-Angiomed Other,PI-PC_13276, $(32), -   ,,,
355,BDI,PI,Peripheral Intervention,PI,Peripheral Intervention,2401110,Oncology,PH230400021055,CHRONIC DRAINAGE,PH240111031030,PERITX,PH240111041093,PERITX BAGS,PH240111051108,PERITX BAGS,90-2005,"PeritX Starter Tote 2L, US","90-2005-PeritX Starter Tote 2L, US",PI-90-2005," $112,340 ", 298 ,,,
356,BDI,PI,Peripheral Intervention,PI,Peripheral Intervention,2401110,Oncology,PH230400021055,CHRONIC DRAINAGE,PH240111031030,PERITX,PH240111041093,PERITX BAGS,PH240111051108,PERITX BAGS,90-2010,"PeritX Drainage Kit 2L, US","90-2010-PeritX Drainage Kit 2L, US",PI-90-2010," $113,929 "," 1,680 ",,,
357,BDI,PI,Peripheral Intervention,PI,Peripheral Intervention,2401110,Oncology,PH230400021055,CHRONIC DRAINAGE,PH240111031030,PERITX,PH240111041093,PERITX BAGS,PH240111051108,PERITX BAGS,90-2020,"PeritX Starter Pack 2L, US","90-2020-PeritX Starter Pack 2L, US",PI-90-2020," $84,298 ", 72 ,,,
362,BDI,PI,Peripheral Intervention,PI,Peripheral Intervention,2401110,Oncology,PH230400021058,Other IS,PH230400031257,Distributed Non-IS,PH230400041897,Distributed Non-IS,PH230400052179,Distributed Non-IS,711-20601,"Peritoneal Catheter, Pckd, PeritX","711-20601-Peritoneal Catheter, Pckd, PeritX",PI-711-20601, $-   , -   ,,,
363,BDI,PI,Peripheral Intervention,PI,Peripheral Intervention,2401110,Oncology,PH230400021058,Other IS,PH230400031259,OEM PARTS,PH230400041901,OEM PARTS,PH230400052183,OEM PARTS,751-17501,ORANGE STYLET - SILICONE COATED,751-17501-ORANGE STYLET - SILICONE COATED,PI-751-17501, $-   , -   ,,,
365,BDI,PI,Peripheral Intervention,PI,Peripheral Intervention,2401110,Oncology,PH240111021000,BIOPSY,PH230400031249,Biopsy Products,PH230400041873,Product Set Lvl: Biopsy Products,PH230400052128,Product SubSet Lvl: Biopsy Products,PC_10215,Biopsy Products,PC_10215-Biopsy Products,PI-PC_10215, $-   , -   ,,,
1139,BDI,PI,Peripheral Intervention,PI,Peripheral Intervention,2401110,Oncology,PH240111021005,Vacuum Assisted,PH240111031015,Encor Capital,PH240111041057,Encor Enspire Capital,PH240111051072,Encor Enspire Capital,CE01114F,POWER CORD EUROPE,CE01114F-POWER CORD EUROPE,PI-CE01114F, $114 , 2 ,,,
1156,BDI,PI,Peripheral Intervention,PI,Peripheral Intervention,2401110,Oncology,PH240111021005,Vacuum Assisted,PH240111031015,Encor Capital,PH240111041057,Encor Enspire Capital,PH240111051072,Encor Enspire Capital,EDP001,ENCOR DRIVER BILLABLE PARTS,EDP001-ENCOR DRIVER BILLABLE PARTS,PI-EDP001, $684 , -   ,,,
1172,BDI,PI,Peripheral Intervention,PI,Peripheral Intervention,2401110,Oncology,PH240111021005,Vacuum Assisted,PH240111031015,Encor Capital,PH240111041057,Encor Enspire Capital,PH240111051072,Encor Enspire Capital,PC3500,POWER CORD BRAZIL,PC3500-POWER CORD BRAZIL,PI-PC3500, $46 , 1 ,,,
1176,BDI,PI,Peripheral Intervention,PI,Peripheral Intervention,2401110,Oncology,PH240111021005,Vacuum Assisted,PH240111031015,Encor Capital,PH240111041057,Encor Enspire Capital,PH240111051072,Encor Enspire Capital,RM1190484,Mangueira de Poliuretano 80,RM1190484-Mangueira de Poliuretano 80,PI-RM1190484, $-   , 1 ,,,
1178,BDI,PI,Peripheral Intervention,PI,Peripheral Intervention,2401110,Oncology,PH240111021005,Vacuum Assisted,PH240111031015,Encor Capital,PH240111041057,Encor Enspire Capital,PH240111051072,Encor Enspire Capital,RM1190558,Interruptor 10Terminal,RM1190558-Interruptor 10Terminal,PI-RM1190558, $-   , 1 ,,,
1179,BDI,PI,Peripheral Intervention,PI,Peripheral Intervention,2401110,Oncology,PH240111021005,Vacuum Assisted,PH240111031015,Encor Capital,PH240111041057,Encor Enspire Capital,PH240111051072,Encor Enspire Capital,RM1191908,"Pump, Vacuum, 50-60 Hz","RM1191908-Pump, Vacuum, 50-60 Hz",PI-RM1191908, $32 , 1 ,,,
1180,BDI,PI,Peripheral Intervention,PI,Peripheral Intervention,2401110,Oncology,PH240111021005,Vacuum Assisted,PH240111031015,Encor Capital,PH240111041057,Encor Enspire Capital,PH240111051072,Encor Enspire Capital,RM1192665,COMPENSATOR SPRING,RM1192665-COMPENSATOR SPRING,PI-RM1192665, $-   , 1 ,,,
1452,BDI,PI,Peripheral Intervention,PI,Peripheral Intervention,2401110,Oncology,PH240154121005,Brachy,PH240111031052,Brachy Accessories,PH240154141051,Brachy Accessories,PH240154151051,Brachy Accessories,TPB001,RENTAL OF EQUIPMENT BY PATIENT,TPB001-RENTAL OF EQUIPMENT BY PATIENT,PI-TPB001," $15,520 ", -   ,,,
1948,BDI,PI,Peripheral Intervention,PI,Peripheral Intervention,2401121,End Stage Kidney Disease,PH240112121000,Chronic Dialysis Catheters,PH240112131000,Chronic Dialysis,PH240112141009,VAccess LT,PH240112151009,VAccess LT,5103230,VAC ST 14.5 FR 23 CM STD KIT,5103230-VAC ST 14.5 FR 23 CM STD KIT,PI-5103230, $950 , -   ,,,
2112,BDI,PI,Peripheral Intervention,PI,Peripheral Intervention,2401121,End Stage Kidney Disease,PH240112121003,Other Surgical ESKD,PH240112131004,Other Surgical,PH240112141019,Shunts,PH240112151019,Shunts,PC_12881,Other Surgical,PC_12881-Other Surgical,PI-PC_12881," $(6,144)", -   ,,,
3147,BDI,PI,Peripheral Intervention,PI,Peripheral Intervention,2401137,Peripheral Vascular Disease,PH240112121006,Venous,PH240113731026,Venous,PH240113741105,GPO Fees - Venous,PH240113751105,GPO Fees - Venous,GPOVENOUS,GPO / FOB VENOUS,GPOVENOUS-GPO / FOB VENOUS,PI-GPOVENOUS," $(2,780,237)", -   ,,,
3155,BDI,PI,Peripheral Intervention,PI,Peripheral Intervention,2401137,Peripheral Vascular Disease,PH240112121006,Venous,PH240113731039,Venclose,PH240113741092,Venclose GSV Catheter,PH240113751092,Venclose GSV Catheter,VC-10A25-6F-60,VCRFCatheter60cm,VC-10A25-6F-60-VCRFCatheter60cm,PI-VC-10A25-6F-60," $20,402 ", 31 ,,,
3166,BDI,PI,Peripheral Intervention,PI,Peripheral Intervention,2401137,Peripheral Vascular Disease,PH240112121006,Venous,PH240113731039,Venclose,PH240113741093,Venclose Accessories,PH240113751093,Venclose Accessories,PC_14145,Venclose,PC_14145-Venclose,PI-PC_14145, $-   , -   ,,,
3170,BDI,PI,Peripheral Intervention,PI,Peripheral Intervention,2401137,Peripheral Vascular Disease,PH240112121006,Venous,PH240113731039,Venclose,PH240113741093,Venclose Accessories,PH240113751093,Venclose Accessories,VCPCE,EU POWER CORD,VCPCE-EU POWER CORD,PI-VCPCE, $-   , 4 ,,,
3184,BDI,PI,Peripheral Intervention,PI,Peripheral Intervention,2401137,Peripheral Vascular Disease,PH240112121006,Venous,PH240113731043,Venclose Capital - Placement,PH240113741098,Venclose Capital - Placement,PH240113751098,Venclose Capital - Placement,PLACE - VENCLOSE CAPITAL,VENCLOSE CAPITAL - Placement,PLACE - VENCLOSE CAPITAL-VENCLOSE CAPITAL - Placement,PI-PLACE - VENCLOSE CAPITAL, $-   , 19 ,,,
3335,BDI,PI,Peripheral Intervention,PI,Peripheral Intervention,2401137,Peripheral Vascular Disease,PH240113721001,PTA PVD,PH240113731005,Other PTA,PH240113741022,Halo One,PH240113751022,Halo One,HLO62518HK,HALO ONE 25CM X 6F X 018F,HLO62518HK-HALO ONE 25CM X 6F X 018F,PI-HLO62518HK, $140 , 2 ,,,
3348,BDI,PI,Peripheral Intervention,PI,Peripheral Intervention,2401137,Peripheral Vascular Disease,PH240113721001,PTA PVD,PH240113731005,Other PTA,PH240113741073,Other PTA,PH240113751073,Other PTA,NT302GS-5A,IV STAND,NT302GS-5A-IV STAND,PI-NT302GS-5A," $3,157 ", 9 ,,,
5459,BDI,SUR,Surgery,SUR,Surgery,2401302,Performance Irrigation and Other Surgery,PH240130221001,Performance Irrigation,PH240130231005,Laparoscopic,PH240130241008,All Other,PH240130251008,All Other,5540220,5MM/33CM REUSE QD,5540220-5MM/33CM REUSE QD,SUR-5540220," $1,035 ", 3 ,,,
5465,BDI,SUR,Surgery,SUR,Surgery,2401302,Performance Irrigation and Other Surgery,PH240130221001,Performance Irrigation,PH240130231005,Laparoscopic,PH240130241008,All Other,PH240130251008,All Other,5600380,DISP. 46CM CORBITT TIP,5600380-DISP. 46CM CORBITT TIP,SUR-5600380," $6,810 ", 50 ,,,
5486,BDI,SUR,Surgery,SUR,Surgery,2401302,Performance Irrigation and Other Surgery,PH240130221001,Performance Irrigation,PH240130231007,Pulsed Lavage,PH240130241016,Simpulse Plus,PH240130251016,Simpulse Plus,0057661,SHOWERHEAD YANKAUER TIP,0057661-SHOWERHEAD YANKAUER TIP,SUR-0057661, $541 , 20 ,,,
5628,BDI,SUR,Surgery,SUR,Surgery,2401319,Hernia,PH240131921002,Complex Abdominal Wall Reconstruction,PH240131931004,Phasix,PH240131941012,Phasix Flat LX,PH240131951012,Phasix Flat LX,1190011G,PHASIX MESH 11 CM CIRCLE,1190011G-PHASIX MESH 11 CM CIRCLE,SUR-1190011G, $930 , 3 ,,,
5676,BDI,SUR,Surgery,SUR,Surgery,2401319,Hernia,PH240131921002,Complex Abdominal Wall Reconstruction,PH240131931004,Phasix,PH240131941092,Phasix Prevent,PH240131951092,Phasix Prevent,1190830G,PHASIX MESH 3X12IN 8X30CM,1190830G-PHASIX MESH 3X12IN 8X30CM,SUR-1190830G," $10,485 ", 7 ,,,
5677,BDI,SUR,Surgery,SUR,Surgery,2401319,Hernia,PH240131921002,Complex Abdominal Wall Reconstruction,PH240131931004,Phasix,PH240131941092,Phasix Prevent,PH240131951092,Phasix Prevent,1190845G,PHASIX MESH 3X18IN 8X45CM,1190845G-PHASIX MESH 3X18IN 8X45CM,SUR-1190845G," $3,575 ", 1 ,,,
5678,BDI,SUR,Surgery,SUR,Surgery,2401319,Hernia,PH240131921002,Complex Abdominal Wall Reconstruction,PH240131931004,Phasix,PH240131941092,Phasix Prevent,PH240131951092,Phasix Prevent,1191040G,PHASIX MESH 4X16IN 10X40CM,1191040G-PHASIX MESH 4X16IN 10X40CM,SUR-1191040G," $2,685 ", 1 ,,,
5705,BDI,SUR,Surgery,SUR,Surgery,2401319,Hernia,PH240131921003,Fixation,PH240131931006,Permanent Fixation,PH240131941019,Permafix,PH240131951019,Permafix,113120,FIXADOR TELA PERMAFIX 30 GRAMPOS PERM,113120-FIXADOR TELA PERMAFIX 30 GRAMPOS PERM,SUR-113120," $(3,987)", 0 ,,,
5724,BDI,SUR,Surgery,SUR,Surgery,2401319,Hernia,PH240131921004,Ventral,PH240131931007,Umbilical Ventral,PH240131941058,Phasix ST Umbilical,PH240131951058,Phasix ST Umbilical,1230007,PHASIX ST UMBILICAL SM CIRCLE,1230007-PHASIX ST UMBILICAL SM CIRCLE,SUR-1230007," $1,165,183 "," 1,436 ",,,
5725,BDI,SUR,Surgery,SUR,Surgery,2401319,Hernia,PH240131921004,Ventral,PH240131931007,Umbilical Ventral,PH240131941058,Phasix ST Umbilical,PH240131951058,Phasix ST Umbilical,1230008,PHASIX ST UMBILICAL MED CIRCLE,1230008-PHASIX ST UMBILICAL MED CIRCLE,SUR-1230008," $1,402,516 "," 1,473 ",,,
5726,BDI,SUR,Surgery,SUR,Surgery,2401319,Hernia,PH240131921004,Ventral,PH240131931007,Umbilical Ventral,PH240131941058,Phasix ST Umbilical,PH240131951058,Phasix ST Umbilical,1230009,PHASIX ST UMBILICAL LG CIRCLE,1230009-PHASIX ST UMBILICAL LG CIRCLE,SUR-1230009," $1,359,337 "," 1,189 ",,,
5727,BDI,SUR,Surgery,SUR,Surgery,2401319,Hernia,PH240131921004,Ventral,PH240131931007,Umbilical Ventral,PH240131941058,Phasix ST Umbilical,PH240131951058,Phasix ST Umbilical,DUM1230007,DUMMY - PHASIX ST UMBILICAL SM CIRCLE,DUM1230007-DUMMY - PHASIX ST UMBILICAL SM CIRCLE,SUR-DUM1230007," $(8,301)", -   ,,,
5731,BDI,SUR,Surgery,SUR,Surgery,2401319,Hernia,PH240131921004,Ventral,PH240131931008,Other Ventral Synthetic,PH240131941023,Dulex,PH240131951023,Dulex,0115191,DULEX 15CM X 19CM 1MM,0115191-DULEX 15CM X 19CM 1MM,SUR-0115191," $1,143 ", 2 ,,,
5934,BDI,SUR,Surgery,SUR,Surgery,2401319,Hernia,PH240131921005,Groin Hernia,PH240131931020,Groin Open,PH240131941048,Mesh Flats,PH240131951048,Mesh Flats,112670,TELA BARD MESH POLIPROP 5CM X 31CM,112670-TELA BARD MESH POLIPROP 5CM X 31CM,SUR-112670, $339 , 20 ,,,
5955,BDI,SUR,Surgery,SUR,Surgery,2401319,Hernia,PH240131921005,Groin Hernia,PH240131931020,Groin Open,PH240131941055,Preshapes,PH240131951055,Preshapes,011370001,"APS PRE-SHAPED LARGE 6CM X 13,7CM","011370001-APS PRE-SHAPED LARGE 6CM X 13,7CM",SUR-011370001, $-   , 1 ,,,
5960,BDI,SUR,Surgery,SUR,Surgery,2401319,Hernia,PH240131921005,Groin Hernia,PH240131931020,Groin Open,PH240131941056,Soft Mesh,PH240131951056,Soft Mesh,011700801,APS BARD SOFT MESH 5 x 10 cm,011700801-APS BARD SOFT MESH 5 x 10 cm,SUR-011700801, $(29), (2),,,
5974,BDI,SUR,Surgery,SUR,Surgery,2401319,Hernia,PH240131921005,Groin Hernia,PH240131931020,Groin Open,PH240131941056,Soft Mesh,PH240131951056,Soft Mesh,117008,TELA SOFT MESH BARD POLIPROP 5X10CM,117008-TELA SOFT MESH BARD POLIPROP 5X10CM,SUR-117008, $350 , 9 ,,,
5978,BDI,SUR,Surgery,SUR,Surgery,2401319,Hernia,PH240131921005,Groin Hernia,PH240131931020,Groin Open,PH240131941056,Soft Mesh,PH240131951056,Soft Mesh,117014,"TELA SOFT MESH BARD POLIPROP 6X13,7CM","117014-TELA SOFT MESH BARD POLIPROP 6X13,7CM",SUR-117014, $-   , -   ,,,
5993,BDI,SUR,Surgery,SUR,Surgery,2401319,Hernia,PH240131921005,Groin Hernia,PH240131931021,Plugs,PH240131941047,Light Plug,PH240131951047,Light Plug,117170,"TELA PERFIX LIGHT GRANDE 4,1X4,8CM OLD","117170-TELA PERFIX LIGHT GRANDE 4,1X4,8CM OLD",SUR-117170, $11 , -   ,,,
5994,BDI,SUR,Surgery,SUR,Surgery,2401319,Hernia,PH240131921005,Groin Hernia,PH240131931021,Plugs,PH240131941047,Light Plug,PH240131951047,Light Plug,117180,"TELA PERFIX LIGHT EXTRAG 3,3X5CM OLD","117180-TELA PERFIX LIGHT EXTRAG 3,3X5CM OLD",SUR-117180, $22 , (11),,,
6035,BDI,SUR,Surgery,SUR,Surgery,2401320,Plastic & Reconstruction Surgery,PH240131921006,Galatea,PH240131931017,Galatea,PH240131941083,GalaFLEX,PH240131951083,GalaFLEX,PC_14122,Galatea,PC_14122-Galatea,SUR-PC_14122," $(1,061)", -   ,,,
6074,BDI,SUR,Surgery,SUR,Surgery,2401342,Biosurgery,PH240134221000,Avitene,PH240134231000,Avitene,PH240134241000,Avitene - Domestic,PH240134251000,Avitene - Domestic,DUMMY846,DUMMY846 DUMMY846,DUMMY846-DUMMY846 DUMMY846,SUR-DUMMY846," $28,666 ", -   ,,,
6167,BDI,UCC,Urology and Critical Care,UCC,Urology and Critical Care,2401511,Targeted Temperature Management,PH240151121000,Arctic Sun,PH240151131000,Arctic Sun-Hardware,PH240151141000,Arctic Sun-Hardware,PH240151151000,Arctic Sun-Hardware,50000105,ARCTIC SUN 5000 230V BRAZIL,50000105-ARCTIC SUN 5000 230V BRAZIL,UCC-50000105, $-   , 1 ,,,
6168,BDI,UCC,Urology and Critical Care,UCC,Urology and Critical Care,2401511,Targeted Temperature Management,PH240151121000,Arctic Sun,PH240151131000,Arctic Sun-Hardware,PH240151141000,Arctic Sun-Hardware,PH240151151000,Arctic Sun-Hardware,5000-01-05,ARCTIC SUN 5000 230V BRAZIL,5000-01-05-ARCTIC SUN 5000 230V BRAZIL,UCC-5000-01-05," $275,712 ", 13 ,,,
6172,BDI,UCC,Urology and Critical Care,UCC,Urology and Critical Care,2401511,Targeted Temperature Management,PH240151121000,Arctic Sun,PH240151131000,Arctic Sun-Hardware,PH240151141000,Arctic Sun-Hardware,PH240151151000,Arctic Sun-Hardware,600006,ArcticSunStat120v,600006-ArcticSunStat120v,UCC-600006," $266,792 ", 4 ,,,
6173,BDI,UCC,Urology and Critical Care,UCC,Urology and Critical Care,2401511,Targeted Temperature Management,PH240151121000,Arctic Sun,PH240151131000,Arctic Sun-Hardware,PH240151141000,Arctic Sun-Hardware,PH240151151000,Arctic Sun-Hardware,600020,ArcticSunStat100v,600020-ArcticSunStat100v,UCC-600020," $982,264 ", 53 ,,,
6178,BDI,UCC,Urology and Critical Care,UCC,Urology and Critical Care,2401511,Targeted Temperature Management,PH240151121000,Arctic Sun,PH240151131000,Arctic Sun-Hardware,PH240151141000,Arctic Sun-Hardware,PH240151151000,Arctic Sun-Hardware,BMDAA,UCC ADVANTAGE AGREEMENT,BMDAA-UCC ADVANTAGE AGREEMENT,UCC-BMDAA," $45,046 ", -   ,,,
6184,BDI,UCC,Urology and Critical Care,UCC,Urology and Critical Care,2401511,Targeted Temperature Management,PH240151121000,Arctic Sun,PH240151131000,Arctic Sun-Hardware,PH240151141000,Arctic Sun-Hardware,PH240151151000,Arctic Sun-Hardware,PLATSVC1P,ASPLATNIUMSERVICE1YEARSUBPOST,PLATSVC1P-ASPLATNIUMSERVICE1YEARSUBPOST,UCC-PLATSVC1P," $81,000 ", 6 ,,,
6186,BDI,UCC,Urology and Critical Care,UCC,Urology and Critical Care,2401511,Targeted Temperature Management,PH240151121000,Arctic Sun,PH240151131000,Arctic Sun-Hardware,PH240151141000,Arctic Sun-Hardware,PH240151151000,Arctic Sun-Hardware,PLATSVC2P,ASPLATINUMSERVICE2YEARSUBPOST,PLATSVC2P-ASPLATINUMSERVICE2YEARSUBPOST,UCC-PLATSVC2P," $70,000 ", 7 ,,,
